LAMMPS data file via write_data, version 12 Dec 2018, timestep = 2410000

5473 atoms
2 atom types

-2.5319987073616275e+01 2.4563893760388883e+01 xlo xhi
-2.4516239769604674e+01 2.5301388107995990e+01 ylo yhi
-2.5636288739137495e+01 2.6515639778599670e+01 zlo zhi

Masses

1 63.5
2 63.5

Atoms # atomic

4457 2 -8.3461115990541135e+00 -1.0049048379031065e+01 -2.2912919870794756e+01 0 0 0
3037 2 -7.2708371592961472e+00 -1.1805525819104613e+01 -2.1877313369292811e+01 0 0 0
2929 2 -5.0972815974927794e+00 -1.0827265005512752e+01 -2.2700583451322515e+01 0 0 0
1706 1 -2.9477438119233987e+00 -9.5452533574098712e+00 -2.3391833253101066e+01 0 0 0
4096 2 -6.3113339496032905e-01 -1.0245695834604609e+01 -2.2221536355393340e+01 0 0 0
3011 2 3.6278108327253871e+00 -9.7908117347124577e+00 -2.2027756598686945e+01 0 0 0
4952 2 5.3482465538319701e+00 -9.4882017036973618e+00 -2.3590021843611872e+01 0 0 0
4607 2 7.8990294755436627e+00 -1.0274032542205722e+01 -2.2712364564911564e+01 0 0 0
129 1 5.7658481789583531e+00 -1.1473289071503368e+01 -2.2096326267699091e+01 0 0 0
3585 2 1.0061895302234920e+01 -1.0932555017987083e+01 -2.1551512610485084e+01 0 0 0
353 1 -8.1873725327640283e+00 -7.6099940369925818e+00 -2.2261688724292810e+01 0 0 0
5006 2 -6.2596390055898263e+00 -8.8657979582787387e+00 -2.3731105962759685e+01 0 0 0
1897 1 -5.8210331489630747e+00 -6.3744045981437791e+00 -2.2868710531094383e+01 0 0 0
4521 2 -4.1839709662540914e+00 -7.3910326221888276e+00 -2.4333511818165519e+01 0 0 0
28 1 -4.5036179177858191e+00 -8.3082948014712024e+00 -2.1925640027507480e+01 0 0 0
3230 2 -2.4792004817541988e+00 -7.0100682895942512e+00 -2.2704820093715114e+01 0 0 0
4240 2 -1.8404777430970731e+00 -6.5457455935794622e+00 -2.5067309569012799e+01 0 0 0
889 1 -9.0003961408949806e-01 -8.3286610832327757e+00 -2.3819334183491684e+01 0 0 0
257 1 -3.3770349696900376e-01 -5.8756400555503907e+00 -2.3233163041343840e+01 0 0 0
3554 2 1.2683477048879181e+00 -7.2522539057593773e+00 -2.4611716695446177e+01 0 0 0
3090 2 -2.4374886761674977e-01 -7.6776850985211409e+00 -2.1605452710130201e+01 0 0 0
432 1 1.4666623324908203e+00 -9.0627933081990371e+00 -2.2961577879656851e+01 0 0 0
231 1 3.5001437802867530e+00 -7.6489914921698778e+00 -2.3497593220755768e+01 0 0 0
4485 2 1.8505307222570997e+00 -6.5428196287506548e+00 -2.2200501072227919e+01 0 0 0
307 1 6.0357175435858643e+00 -7.2215660160858208e+00 -2.3007805427209103e+01 0 0 0
4455 2 8.1787033327356511e+00 -7.6634836090127436e+00 -2.2172530057322096e+01 0 0 0
4688 2 -7.2312080155701777e+00 -4.6801094830950944e+00 -2.3737730896105379e+01 0 0 0
5328 2 -8.9860770082718417e+00 -3.2012613774226635e+00 -2.2550549193585972e+01 0 0 0
5090 2 -7.1544715301173811e+00 -2.0082132616847512e+00 -2.3324714288159548e+01 0 0 0
226 1 -3.6354204903223906e+00 -5.1030478969819519e+00 -2.3782956346012750e+01 0 0 0
5232 2 -5.2073083046516579e+00 -3.2497808840165341e+00 -2.4381851583625551e+01 0 0 0
3044 2 -3.3505916028197134e+00 -2.7381000097387682e+00 -2.2808734242052687e+01 0 0 0
1759 1 -3.1618663627919750e+00 -2.1555348431862238e+00 -2.5263710929530436e+01 0 0 0
2058 1 -5.5600647016535305e+00 -3.8259991924467478e+00 -2.2133063530842755e+01 0 0 0
2328 1 2.5718496560351084e-01 -5.1606207608299899e+00 -2.5530929258874487e+01 0 0 0
